date,event_id,start_time,home_abbr,away_abbr,selection,odds,model_prob,implied_prob,value,stake,status,payout,profit,actual_outcome,created_at,updated_at
2025-12-22,DAL-TOR-2025-12-22,2025-12-22T01:00:00+01:00,DAL,TOR,away,3.3,0.428,0.30303,0.4124,100.0,lost,0.0,-100.0,home,2025-12-21T08:35:08.250844,2025-12-22T08:40:26.881824
2025-12-22,EDM-VGK-2025-12-22,2025-12-22T02:00:00+01:00,EDM,VGK,away,2.75,0.411,0.363636,0.13025,100.0,lost,0.0,-100.0,home,2025-12-21T08:35:08.250853,2025-12-22T08:40:26.881850
2025-12-23,TBL-STL-2025-12-23,2025-12-23T01:00:00+01:00,TBL,STL,away,3.95,0.386,0.253165,0.5247,100.0,lost,0.0,-100.0,home,2025-12-22T08:40:40.996213,2025-12-23T08:39:19.378952
2025-12-24,DET-DAL-2025-12-24,2025-12-24T00:30:00+01:00,DET,DAL,home,2.5,0.425,0.4,0.0625,100.0,lost,0.0,-100.0,draw,2025-12-23T08:39:39.144302,2025-12-24T08:39:17.551563
2025-12-24,NYI-NJD-2025-12-24,2025-12-24T01:00:00+01:00,NYI,NJD,home,2.5,0.417,0.4,0.0425,100.0,won,250.0,150.0,home,2025-12-23T08:39:39.144313,2025-12-24T08:39:17.551815
2025-12-24,OTT-BUF-2025-12-24,2025-12-24T01:00:00+01:00,OTT,BUF,draw,3.9,0.286,0.25641,0.1154,100.0,won,390.0,290.0,draw,2025-12-23T08:39:39.144321,2025-12-24T08:39:17.551849
2025-12-24,BOS-MTL-2025-12-24,2025-12-24T01:00:00+01:00,BOS,MTL,home,2.2,0.468,0.454545,0.0296,100.0,lost,0.0,-100.0,away,2025-12-23T08:39:39.144328,2025-12-24T08:39:17.551873
2025-12-24,WSH-NYR-2025-12-24,2025-12-24T01:00:00+01:00,WSH,NYR,away,3.05,0.367,0.327869,0.11935,100.0,won,305.0,205.0,away,2025-12-23T08:39:39.144341,2025-12-24T08:39:17.551920
2025-12-24,MIN-NSH-2025-12-24,2025-12-24T02:00:00+01:00,MIN,NSH,away,3.3,0.362,0.30303,0.1946,100.0,lost,0.0,-100.0,draw,2025-12-23T08:39:39.144353,2025-12-24T08:39:17.551944
2025-12-24,EDM-CGY-2025-12-24,2025-12-24T03:00:00+01:00,EDM,CGY,away,3.15,0.376,0.31746,0.1844,100.0,lost,0.0,-100.0,home,2025-12-23T08:39:39.144362,2025-12-24T08:39:17.551967
2025-12-24,CHI-PHI-2025-12-24,2025-12-24T03:00:00+01:00,CHI,PHI,home,2.5,0.432,0.4,0.08,100.0,lost,0.0,-100.0,away,2025-12-23T08:39:39.144374,2025-12-24T08:39:17.551988
2025-12-24,COL-UTA-2025-12-24,2025-12-24T03:00:00+01:00,COL,UTA,away,4.2,0.408,0.238095,0.7136,100.0,lost,0.0,-100.0,home,2025-12-23T08:39:39.144380,2025-12-24T08:39:17.552009
2025-12-28,NYI-NYR-2025-12-28,2025-12-28T00:00:00+01:00,NYI,NYR,away,2.6,0.391,0.384615,0.0166,100.0,lost,0.0,-100.0,home,2025-12-27T08:35:55.517857,2025-12-28T08:35:51.550441
2025-12-28,WPG-MIN-2025-12-28,2025-12-28T01:00:00+01:00,WPG,MIN,away,2.4,0.565,0.416667,0.356,100.0,lost,0.0,-100.0,draw,2025-12-27T08:35:55.517880,2025-12-28T08:35:51.550831
2025-12-28,FLA-TBL-2025-12-28,2025-12-28T01:00:00+01:00,FLA,TBL,draw,3.95,0.309,0.253165,0.22055,100.0,lost,0.0,-100.0,away,2025-12-27T08:35:55.517887,2025-12-28T08:35:51.550863
2025-12-28,TOR-OTT-2025-12-28,2025-12-28T01:00:00+01:00,TOR,OTT,home,2.45,0.447,0.408163,0.09515,100.0,won,245.0,145.0,home,2025-12-27T08:35:55.517894,2025-12-28T08:35:51.550890
2025-12-28,CAR-DET-2025-12-28,2025-12-28T01:00:00+01:00,CAR,DET,away,3.35,0.361,0.298507,0.20935,100.0,lost,0.0,-100.0,home,2025-12-27T08:35:55.517901,2025-12-28T08:35:51.550916
2025-12-28,NJD-WSH-2025-12-28,2025-12-28T01:00:00+01:00,NJD,WSH,away,2.6,0.399,0.384615,0.0374,100.0,lost,0.0,-100.0,draw,2025-12-27T08:35:55.517908,2025-12-28T08:35:51.550940
2025-12-28,DAL-CHI-2025-12-28,2025-12-28T02:00:00+01:00,DAL,CHI,away,5.3,0.488,0.188679,1.5864,100.0,lost,0.0,-100.0,draw,2025-12-27T08:35:55.517921,2025-12-28T08:35:51.550967
2025-12-28,STL-NSH-2025-12-28,2025-12-28T02:00:00+01:00,STL,NSH,home,2.35,0.469,0.425532,0.10215,100.0,won,235.0,135.0,home,2025-12-27T08:35:55.517929,2025-12-28T08:35:51.550994
2025-12-28,CGY-EDM-2025-12-28,2025-12-28T04:00:00+01:00,CGY,EDM,home,2.65,0.434,0.377358,0.1501,100.0,won,265.0,165.0,home,2025-12-27T08:35:55.517947,2025-12-28T08:35:51.551049
2025-12-28,VAN-SJS-2025-12-28,2025-12-28T04:00:00+01:00,VAN,SJS,draw,4.0,0.291,0.25,0.164,100.0,lost,0.0,-100.0,away,2025-12-27T08:35:55.517953,2025-12-28T08:35:51.551076
2025-12-28,VGK-COL-2025-12-28,2025-12-28T04:00:00+01:00,VGK,COL,home,2.85,0.482,0.350877,0.3737,100.0,lost,0.0,-100.0,draw,2025-12-27T08:35:55.517959,2025-12-28T08:35:51.551103
2025-12-28,CBJ-NYI-2025-12-28,2025-12-28T23:00:00+01:00,CBJ,NYI,draw,3.85,0.264,0.25974,0.0164,100.0,lost,0.0,-100.0,home,2025-12-28T08:36:10.918616,2025-12-29T08:41:22.725907
2025-12-29,DET-TOR-2025-12-29,2025-12-29T01:00:00+01:00,DET,TOR,away,2.7,0.395,0.37037,0.0665,100.0,lost,0.0,-100.0,draw,2025-12-28T08:36:10.918644,2025-12-29T08:41:22.815502
2025-12-29,CHI-PIT-2025-12-29,2025-12-29T01:00:00+01:00,CHI,PIT,home,2.9,0.386,0.344828,0.1194,100.0,lost,0.0,-100.0,away,2025-12-28T08:36:10.918652,2025-12-29T08:41:22.815743
2025-12-29,SEA-PHI-2025-12-29,2025-12-29T02:00:00+01:00,SEA,PHI,home,2.55,0.417,0.392157,0.06335,100.0,won,255.0,155.0,home,2025-12-28T08:36:10.918661,2025-12-29T08:41:22.815784
2025-12-30,CAR-NYR-2025-12-30,2025-12-30T01:00:00+01:00,CAR,NYR,away,3.1,0.345,0.322581,0.0695,100.0,lost,0.0,-100.0,draw,2025-12-29T08:41:39.161970,2025-12-30T08:39:05.284933
2025-12-30,OTT-CBJ-2025-12-30,2025-12-30T01:00:00+01:00,OTT,CBJ,away,3.75,0.342,0.266667,0.2825,100.0,won,375.0,275.0,away,2025-12-29T08:41:39.161985,2025-12-30T08:39:05.285317
2025-12-30,STL-BUF-2025-12-30,2025-12-30T02:00:00+01:00,STL,BUF,home,2.35,0.506,0.425532,0.1891,100.0,lost,0.0,-100.0,away,2025-12-29T08:41:39.162008,2025-12-30T08:39:05.285415
2025-12-30,COL-LAK-2025-12-30,2025-12-30T03:00:00+01:00,COL,LAK,away,4.0,0.388,0.25,0.552,100.0,lost,0.0,-100.0,home,2025-12-29T08:41:39.162015,2025-12-30T08:39:05.285442
2025-12-30,UTA-NSH-2025-12-30,2025-12-30T03:00:00+01:00,UTA,NSH,away,2.85,0.369,0.350877,0.05165,100.0,won,285.0,185.0,away,2025-12-29T08:41:39.162034,2025-12-30T08:39:05.285498
2025-12-31,TOR-NJD-2025-12-31,2025-12-31T01:00:00+01:00,TOR,NJD,home,2.35,0.433,0.425532,0.01755,100.0,won,235.0,135.0,home,2025-12-30T08:39:20.846902,2025-12-31T08:39:00.136740
2025-12-31,PIT-CAR-2025-12-31,2025-12-31T01:00:00+01:00,PIT,CAR,home,2.55,0.398,0.392157,0.0149,100.0,won,255.0,155.0,home,2025-12-30T08:39:20.846917,2025-12-31T08:39:00.137023
2025-12-31,CHI-NYI-2025-12-31,2025-12-31T02:30:00+01:00,CHI,NYI,home,2.75,0.448,0.363636,0.232,100.0,lost,0.0,-100.0,draw,2025-12-30T08:39:20.846933,2025-12-31T08:39:00.137087
2025-12-31,WSH-NYR-2025-12-31,2025-12-31T18:30:00+01:00,WSH,NYR,away,2.9,0.377,0.344828,0.0933,100.0,lost,0.0,-100.0,home,2025-12-31T08:39:22.445631,2026-01-01T08:38:23.999237
2025-12-31,VGK-NSH-2025-12-31,2025-12-31T21:00:00+01:00,VGK,NSH,home,1.77,0.617,0.564972,0.09209,100.0,lost,0.0,-100.0,away,2025-12-31T08:39:22.445645,2026-01-01T08:38:23.999508
2025-12-31,ANA-TBL-2025-12-31,2025-12-31T22:00:00+01:00,ANA,TBL,home,2.65,0.397,0.377358,0.05205,100.0,lost,0.0,-100.0,draw,2025-12-31T08:39:22.445653,2026-01-01T08:38:23.999541
2025-12-31,SJS-MIN-2025-12-31,2025-12-31T22:00:00+01:00,SJS,MIN,home,3.0,0.378,0.333333,0.134,100.0,lost,0.0,-100.0,draw,2025-12-31T08:39:22.445665,2026-01-01T08:38:23.999573
2026-01-01,DET-WPG-2026-01-01,2026-01-01T00:30:00+01:00,DET,WPG,draw,3.85,0.271,0.25974,0.04335,100.0,lost,0.0,-100.0,home,2025-12-31T08:39:22.445672,2026-01-01T08:38:24.306788
2026-01-01,CBJ-NJD-2026-01-01,2026-01-01T01:00:00+01:00,CBJ,NJD,home,2.3,0.482,0.434783,0.1086,100.0,lost,0.0,-100.0,away,2025-12-31T08:39:22.445678,2026-01-01T08:38:24.307073
2026-01-01,COL-STL-2026-01-01,2026-01-01T03:00:00+01:00,COL,STL,away,5.3,0.424,0.188679,1.2472,100.0,lost,0.0,-100.0,home,2025-12-31T08:39:22.445697,2026-01-01T08:38:24.307132
2026-01-01,EDM-BOS-2026-01-01,2026-01-01T03:30:00+01:00,EDM,BOS,away,3.25,0.371,0.307692,0.20575,100.0,won,325.0,225.0,away,2025-12-31T08:39:22.445713,2026-01-01T08:38:24.307188
2026-01-01,NYI-UTA-2026-01-01,2026-01-01T21:00:00+01:00,NYI,UTA,draw,3.9,0.315,0.25641,0.2285,100.0,lost,0.0,-100.0,away,2026-01-01T08:38:40.940502,2026-01-02T08:38:55.791048
2026-01-02,CAR-MTL-2026-01-02,2026-01-02T01:00:00+01:00,CAR,MTL,away,3.25,0.33,0.307692,0.0725,100.0,won,325.0,225.0,away,2026-01-01T08:38:40.940526,2026-01-02T08:38:56.245044
2026-01-02,TOR-WPG-2026-01-02,2026-01-02T01:00:00+01:00,TOR,WPG,draw,3.95,0.26,0.253165,0.027,100.0,lost,0.0,-100.0,home,2026-01-01T08:38:40.940532,2026-01-02T08:38:56.245069
2026-01-02,CHI-DAL-2026-01-02,2026-01-02T02:30:00+01:00,CHI,DAL,draw,4.0,0.333,0.25,0.332,100.0,lost,0.0,-100.0,home,2026-01-01T08:38:40.940539,2026-01-02T08:38:56.245092
2026-01-02,STL-VGK-2026-01-02,2026-01-02T21:00:00+01:00,STL,VGK,home,2.75,0.433,0.363636,0.19075,100.0,won,275.0,175.0,home,2026-01-02T08:39:17.454127,2026-01-03T08:36:28.391647
2026-01-03,FLA-NYR-2026-01-03,2026-01-03T02:00:00+01:00,FLA,NYR,away,2.75,0.393,0.363636,0.08075,100.0,won,275.0,175.0,away,2026-01-02T08:39:17.454143,2026-01-03T08:36:28.542988
2026-01-03,VAN-SEA-2026-01-03,2026-01-03T04:30:00+01:00,VAN,SEA,away,3.3,0.318,0.30303,0.0494,100.0,lost,0.0,-100.0,draw,2026-01-02T08:39:17.454153,2026-01-03T08:36:28.543213
2026-01-03,ANA-MIN-2026-01-03,2026-01-03T04:30:00+01:00,ANA,MIN,draw,4.1,0.299,0.243902,0.2259,100.0,lost,0.0,-100.0,away,2026-01-02T08:39:17.454162,2026-01-03T08:36:28.543249
2026-01-03,DET-PIT-2026-01-03,2026-01-03T18:00:00+01:00,DET,PIT,draw,3.85,0.28,0.25974,0.078,100.0,lost,0.0,-100.0,away,2026-01-03T08:36:50.284081,2026-01-04T08:37:33.776930
2026-01-03,NJD-UTA-2026-01-03,2026-01-03T21:00:00+01:00,NJD,UTA,draw,3.8,0.272,0.263158,0.0336,100.0,lost,0.0,-100.0,home,2026-01-03T08:36:50.284094,2026-01-04T08:37:33.777173
2026-01-03,EDM-PHI-2026-01-03,2026-01-03T21:30:00+01:00,EDM,PHI,away,3.1,0.349,0.322581,0.0819,100.0,won,310.0,210.0,away,2026-01-03T08:36:50.284110,2026-01-04T08:37:33.777215
2026-01-03,STL-MTL-2026-01-03,2026-01-03T22:00:00+01:00,STL,MTL,home,2.55,0.494,0.392157,0.2597,100.0,won,255.0,155.0,home,2026-01-03T08:36:50.284117,2026-01-04T08:37:33.777252
2026-01-03,SJS-TBL-2026-01-03,2026-01-03T22:00:00+01:00,SJS,TBL,home,3.3,0.384,0.30303,0.2672,100.0,lost,0.0,-100.0,away,2026-01-03T08:36:50.284124,2026-01-04T08:37:33.777282
2026-01-04,NYI-TOR-2026-01-04,2026-01-04T01:00:00+01:00,NYI,TOR,home,2.3,0.459,0.434783,0.0557,100.0,lost,0.0,-100.0,draw,2026-01-03T08:36:50.284131,2026-01-04T08:37:33.854341
2026-01-04,CAR-COL-2026-01-04,2026-01-04T01:00:00+01:00,CAR,COL,home,2.7,0.393,0.37037,0.0611,100.0,lost,0.0,-100.0,away,2026-01-03T08:36:50.284143,2026-01-04T08:37:33.854600
2026-01-04,CGY-NSH-2026-01-04,2026-01-04T01:00:00+01:00,CGY,NSH,away,2.6,0.394,0.384615,0.0244,100.0,won,260.0,160.0,away,2026-01-03T08:36:50.284152,2026-01-04T08:37:33.854639
2026-01-04,WSH-CHI-2026-01-04,2026-01-04T01:00:00+01:00,WSH,CHI,away,5.1,0.332,0.196078,0.6932,100.0,lost,0.0,-100.0,draw,2026-01-03T08:36:50.284166,2026-01-04T08:37:33.854665
2026-01-04,LAK-MIN-2026-01-04,2026-01-04T03:00:00+01:00,LAK,MIN,away,2.65,0.426,0.377358,0.1289,100.0,lost,0.0,-100.0,draw,2026-01-03T08:36:50.284177,2026-01-04T08:37:33.854691
2026-01-04,DAL-MTL-2026-01-04,2026-01-04T20:00:00+01:00,DAL,MTL,away,3.7,0.356,0.27027027027027023,0.3175673724765935,100.0,lost,0.0,-100.0,draw,2026-01-04T08:37:49.525461,2026-01-05T08:44:21.606877
2026-01-04,FLA-COL-2026-01-04,2026-01-04T23:00:00+01:00,FLA,COL,away,2.15,0.475,0.46511627906976744,0.02071010428810327,100.0,lost,0.0,-100.0,home,2026-01-04T08:37:49.525474,2026-01-05T08:44:21.607147
2026-01-05,NJD-CAR-2026-01-05,2026-01-05T01:00:00+01:00,NJD,CAR,home,2.45,0.447,0.4081632653061224,0.09534318207715176,100.0,lost,0.0,-100.0,away,2026-01-04T08:37:49.525483,2026-01-05T08:44:21.692433
2026-01-05,CHI-VGK-2026-01-05,2026-01-05T01:00:00+01:00,CHI,VGK,home,4.1,0.391,0.24390243902439027,0.6030971547058996,100.0,lost,0.0,-100.0,draw,2026-01-04T08:37:49.525490,2026-01-05T08:44:21.692680
2026-01-06,NYR-UTA-2026-01-06,2026-01-06T01:00:00+01:00,NYR,UTA,home,2.2,0.481,0.45454545454545453,0.05723395678867904,100.0,pending,0.0,0.0,,2026-01-05T08:44:37.937247,2026-01-05T08:44:37.937247
2026-01-06,WSH-ANA-2026-01-06,2026-01-06T01:00:00+01:00,WSH,ANA,draw,3.85,0.27,0.2597402597402597,0.037872436407954346,100.0,pending,0.0,0.0,,2026-01-05T08:44:37.937262,2026-01-05T08:44:37.937262
